longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-1.352791757,1.03382082,1.617807287,-0.329930091,-0.216742177,-0.496696852,-0.31789999,-1.02289497,-0.732764973,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.352791757,1.03382082,1.856181523,-0.221292355,-0.135646224,-0.227365646,-0.153116774,-1.004945483,-0.794293931,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.34780045,1.03382082,1.538349208,-0.327179768,-0.30737883,-0.352759191,-0.430371074,-1.09158729,-0.835890973,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.34780045,1.029138955,1.617807287,-0.449569116,-0.409941358,-0.592949643,-0.446064714,-1.31366614,-0.88355425,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.34780045,1.029138955,1.776723444,0.013401825,0.086175058,-0.147890864,0.095365853,-0.600266129,-0.841957208,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.34780045,1.029138955,1.617807287,-0.651259428,-0.610296064,-0.75543142,-0.616079143,-1.255185551,-0.950282838,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.34780045,1.029138955,1.538349208,-0.384019765,-0.252519803,-0.387198263,-0.328362416,-1.459893929,-0.88702067,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.352791757,1.029138955,1.856181523,-0.515576855,-0.352697156,-0.463140833,-0.252509825,-1.295084999,-0.892220301,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.342809143,1.029138955,1.856181523,-0.534370725,-0.495807661,-0.650348097,-0.498376846,-0.205640594,-0.133940889,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.342809143,1.029138955,1.856181523,-0.093402362,0.422484743,-0.042807541,0.513862909,-0.674222229,-0.267398065,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.342809143,1.029138955,1.856181523,-0.444985246,-0.283527079,-0.423403442,-0.273434678,-0.933200171,-0.445918704,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.342809143,1.029138955,1.776723444,-0.779149421,-0.541125987,-0.802233236,-0.655313242,-1.360934878,-0.492715376,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.342809143,1.03382082,1.617807287,-0.881369738,-0.80111007,-0.850801158,-0.812249638,-1.497898416,-0.763096149,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.342809143,1.03382082,1.856181523,-0.772732002,-0.80111007,-0.846385893,-0.788709178,0.049284238,-0.15647262,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.342809143,1.029138955,1.856181523,-0.546747176,-0.541125987,-0.675956638,-0.542842158,-0.451722277,-0.194603242,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.342809143,1.029138955,1.856181523,-0.449110729,-0.281141904,-0.624739556,-0.307437564,-0.628427349,-0.212801947,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.342809143,1.029138955,1.697265365,-0.692514264,-0.514889061,-0.714810976,-0.511454879,-0.970994106,-0.557710754,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.34780045,1.024457089,1.141058815,-0.746603939,-0.538740812,-0.766028058,-0.644850815,-1.12427536,-0.601041006,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.342809143,1.024457089,0.90268458,-0.922166187,-0.817806296,-0.885240231,-0.888102229,-1.537060934,-0.167738485,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.34780045,1.024457089,0.90268458,-0.77456555,-0.388474782,-0.640634513,-0.385905762,-1.103114967,-0.817692267,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.34780045,1.024457089,-0.607018913,-0.797484903,-0.202431126,-0.609727653,-0.160963594,-1.552220618,-0.302928872,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.34780045,1.024457089,1.141058815,-0.35193267,-0.195275601,-0.321852331,-0.242047399,-1.245500198,-0.97974741,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.34780045,1.024457089,0.982142658,0.268265037,0.751638903,0.471129383,0.576637468,-1.452735189,-0.947683023,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.34780045,1.024457089,1.856181523,-0.461028793,-0.195275601,-0.232663965,-0.260356645,-1.380779326,-0.889620485,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.352791757,1.024457089,1.856181523,-0.671886846,-0.722399293,-0.639751459,-0.697162947,-1.190072601,-1.034343528,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.352791757,1.024457089,1.856181523,-0.775023937,-0.703317892,-0.750133101,-0.731165833,-1.294558621,-1.072474149,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.352791757,1.024457089,1.856181523,-0.640716525,-0.595985014,-0.709512657,-0.629157176,-1.244868544,-1.034343528,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.352791757,1.024457089,1.856181523,-0.52566137,-0.483881785,-0.615909025,-0.668391275,-1.60727975,-1.053408838,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.352791757,1.024457089,1.856181523,-0.572416852,-0.469570735,-0.31037264,-0.511454879,-1.396781215,-1.096739091,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.357783065,1.024457089,-2.116722406,-1.135774562,-1.180352907,-1.175764712,-1.157509709,-0.688592346,-1.272659914,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.357783065,1.029138955,1.856181523,-0.694347812,-0.779643495,-0.76956027,-0.817480851,-0.251488112,-1.136602923,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.357783065,1.024457089,1.617807287,-1.146317465,-1.213745358,-1.182829137,-1.246440334,1.183102302,-1.142669158,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.357783065,1.019775223,1.697265365,-0.859825545,-0.829732171,-0.925860675,-0.98749528,-1.563116641,-1.046475998,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.362774372,1.019775223,1.856181523,-0.647133944,-0.717628943,-0.798701024,-0.890717836,-1.410519679,-1.133136502,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.362774372,1.019775223,1.538349208,-0.828655224,-0.848813572,-0.912614878,-0.958723608,-0.672116717,-1.155668233,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.362774372,1.019775223,1.856181523,-0.745228777,-0.784413845,-0.725407613,-0.817480851,-1.423310663,-1.113204586,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.362774372,1.019775223,1.538349208,-0.541246531,-0.438563459,-0.562925837,-0.438217894,-1.613385734,-1.061208284,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.357783065,1.015093357,1.856181523,-0.737436197,-0.700932717,-0.824309564,-0.922105115,-0.663905221,-1.08807304,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.362774372,1.019775223,1.856181523,-0.946002315,-1.022931352,-1.016815148,-1.092119544,-1.062794418,-1.056008654,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.357783065,1.019775223,1.379433051,0.075742467,0.253137313,0.351034157,0.291536348,-1.521480147,-0.672969225,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.357783065,1.019775223,-0.20972852,-0.856158449,-0.920368824,-0.912614878,-0.974417247,-1.104746739,-1.07767378,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.357783065,1.019775223,1.379433051,-0.779607808,-0.574518438,-0.744834782,-0.582076257,-1.653916834,-0.967614939,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.357783065,1.019775223,1.617807287,-0.821321031,-0.79633972,-0.764261951,-0.909027082,-1.116274415,-1.142669158,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.357783065,1.019775223,1.379433051,-1.202699074,-1.273374735,-1.24287675,-1.288290039,-1.774299467,-1.207664536,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.357783065,1.019775223,-0.686476992,-0.825446515,-0.898902248,-1.002686297,-0.958723608,-0.730439392,-0.601041006,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.352791757,1.019775223,-0.924851228,-0.641174912,-0.180964551,-0.585885218,-0.158347987,-1.551009949,-0.25439899,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.352791757,1.019775223,0.584852265,0.127540206,0.057552957,-0.167318033,0.024744475,-0.749704824,-0.907819191,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.352791757,1.019775223,-0.765935071,-0.654926524,-0.703317892,-0.622090397,-0.765168719,-1.452577276,-0.854089679,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.357783065,1.019775223,-0.448102756,-0.40831428,-0.390859957,-0.328033703,-0.45652714,-1.614964868,-0.817692267,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.352791757,1.015093357,0.743768422,-0.894662963,-0.863124622,-0.955001428,-0.901180262,-0.978679224,-0.654770519,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.352791757,1.019775223,-0.924851228,-0.784650065,-0.593599839,-0.720992348,-0.550688978,-1.247868898,-0.384389746,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.34780045,1.019775223,1.856181523,-1.111938434,-1.149345631,-1.097172983,-1.160125316,-1.423310663,-0.817692267,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.352791757,1.019775223,1.856181523,-1.052348115,-1.051553453,-1.08216108,-1.079041511,-1.236920237,-0.817692267,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.352791757,1.019775223,1.856181523,-1.03126231,-0.891746723,-0.953235322,-0.901180262,-1.612385616,-0.601041006,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.352791757,1.019775223,0.505394187,-0.773648776,-0.844043222,-0.846385893,-0.86456177,-1.085323393,-0.763096149,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.352791757,1.019775223,1.856181523,-0.853866513,-0.9418354,-0.925860675,-1.005804526,-0.769759823,-0.941616788,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.34780045,1.019775223,0.90268458,-0.804819097,-0.207201477,-0.744834782,-0.312668777,-1.523164556,-0.763096149,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.34780045,1.019775223,-1.481057778,-0.807111032,-0.452874509,-0.776624695,-0.443449107,-1.637388567,-0.384389746,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.34780045,1.015093357,-1.481057778,-1.160069077,-1.182738082,-1.148390065,-1.204590628,-1.52569117,-0.601041006,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.34780045,1.015093357,1.856181523,-1.094061339,-1.09687178,-0.909082665,-1.084272724,-1.382937475,2.540410938,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.34780045,1.015093357,-1.004309306,-0.752562971,-0.347926806,-0.552329199,-0.359749696,-0.935305683,-0.384389746,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.352791757,1.015093357,1.856181523,-1.109646499,-1.075405204,-0.460491673,-1.076425905,-1.581171404,-0.601041006,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.352791757,1.015093357,1.856181523,-1.16419456,-1.208975008,-1.090108558,-1.217668661,-1.642652347,-0.384389746,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.34780045,1.010411492,-0.130270442,-0.724601359,-0.455259684,-0.624739556,-0.516686092,-0.650219395,-0.167738485,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.34780045,1.015093357,0.823226501,-0.422065892,0.203048636,-0.086960198,-0.085111002,-1.064847292,-0.239666704,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.342809143,1.015093357,0.584852265,1.234544983,4.625163225,1.804539615,4.769454851,-0.979626704,-0.666036385,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.342809143,1.024457089,0.187561872,0.89854726,1.891752589,0.549721112,1.779816505,-0.545417549,-0.199802872,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.342809143,1.019775223,0.028645715,-1.05464005,-1.027701702,-1.080394973,-1.068579085,-0.981416389,-0.709366637,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.342809143,1.024457089,-0.527560835,0.479581477,1.74625691,0.528527837,1.962908967,-1.396044286,-0.319394368,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.342809143,1.024457089,0.664310344,0.45712051,1.304999521,0.364279954,1.256695184,-0.663378843,-0.119208603,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.337817836,1.019775223,0.028645715,0.926050484,2.08972212,0.775782714,1.962908967,-0.726123093,0.441484859,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.337817836,1.019775223,-0.050812363,1.453195616,2.540520209,1.004493476,2.608963798,-0.343709526,0.576675246,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.337817836,1.019775223,0.823226501,-0.81673716,-0.705703067,-0.915264037,-0.71024098,-0.39250476,0.265564036,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.337817836,1.019775223,1.856181523,-0.220375581,0.389092292,-0.468439151,0.296767561,-0.679643921,1.240494708,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.342809143,1.019775223,0.425936108,1.482990776,3.282309658,1.115758171,3.372720926,-0.542206644,1.116570187,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.332826529,1.024457089,1.856181523,-0.516493629,-0.746251044,-0.663593894,-0.668391275,0.557923233,0.923317263,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.332826529,1.019775223,1.856181523,-0.279507513,-0.133261049,-0.632687034,-0.113882675,-0.314758739,0.534211599,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.337817836,1.019775223,1.856181523,-0.402355248,-0.185734901,-0.652997256,-0.2028133,-0.369291493,0.45535054,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.332826529,1.024457089,1.856181523,0.387445676,0.508351046,0.016357019,0.571406255,0.015438137,0.596607162,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.337817836,1.024457089,-0.050812363,0.321437937,0.756409254,0.083469057,0.791117209,0.018754318,0.157238406,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.337817836,1.024457089,1.856181523,-0.55545653,-0.593599839,-0.773092483,-0.644850815,0.642722718,0.482215296,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.337817836,1.024457089,0.267019951,0.537796635,1.336006797,0.336022254,1.366550662,-0.646271561,0.100909078,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.337817836,1.024457089,-0.20972852,0.606554696,1.569753954,0.285688225,1.876593949,-0.446037396,0.417219918,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.337817836,1.029138955,1.856181523,-0.119072038,0.050397431,-0.429584814,0.050900541,-0.380187516,0.14943896,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.337817836,1.029138955,0.505394187,-0.468821373,-0.262060503,-0.662710841,-0.2028133,-0.209746342,0.314093918,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.337817836,1.029138955,1.856181523,-0.621922655,-0.598370189,-0.787221333,-0.545457764,-0.383082595,0.214434338,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.337817836,1.029138955,-0.050812363,1.093820152,2.891140945,1.00007821,3.03792328,-0.761811517,0.100909078,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.337817836,1.029138955,1.856181523,0.712442109,1.352703022,0.318361191,1.405784761,-0.411085901,0.236099464,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.327835222,1.03382082,1.697265365,-0.055356235,-0.331230581,-0.402210166,-0.330978023,1.046928331,1.046375179,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.327835222,1.03382082,1.45889113,0.247179232,-0.200045951,-0.289179365,-0.038030084,0.745419052,1.219696187,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.332826529,1.029138955,0.982142658,-0.027394624,-0.314534355,-0.557627518,-0.323131203,1.097671164,1.38001812,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.332826529,1.038502686,0.664310344,-1.055098438,-1.154115981,-1.172232499,-1.183665775,0.575662169,1.110503952,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.327835222,1.038502686,1.856181523,0.07528408,-0.30260848,-0.321852331,-0.252509825,1.301589974,1.445013498,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.332826529,1.03382082,1.856181523,0.409448255,0.086175058,-0.219418168,0.145062379,0.687780668,1.5828037,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.332826529,1.038502686,1.856181523,-0.010892689,-0.412326533,-0.463140833,-0.346671663,1.771119089,1.596669381,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.322843914,1.038502686,-0.050812363,1.215292726,1.216748043,0.534709209,1.193920626,0.835008576,1.130435868,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.322843914,1.03382082,1.697265365,0.137166335,-0.154727625,-0.348343925,-0.053723723,1.910398689,0.765595145,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.317852607,1.03382082,1.220516894,0.361317613,0.141034084,-0.05958555,0.254917856,1.131043524,0.740463599,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.317852607,1.029138955,0.90268458,1.079610153,0.324692565,0.168242158,0.404007432,1.939033649,1.773456809,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.3128613,1.03382082,0.108103794,-0.194705905,-0.457644859,-0.513474861,-0.409446221,1.155888563,0.906851767,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.317852607,1.03382082,0.425936108,0.184380203,-0.114179649,-0.252091134,-0.009258411,1.676055234,1.031642893,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.307869993,1.03382082,-0.845393149,-0.466987825,-0.78202867,-0.788104386,-0.799171605,4.06944305,1.609668456,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.3128613,1.03382082,0.505394187,0.10507924,-0.185734901,-0.312138747,-0.147885561,1.90418743,0.97444696,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.317852607,1.029138955,0.425936108,1.113530796,0.596602524,0.177955743,0.696955372,1.593308624,1.095771666,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.307869993,1.029138955,-0.050812363,-0.600378463,-0.844043222,-0.849918105,-0.809634031,2.281442493,1.112237162,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.3128613,1.029138955,-0.20972852,-0.479822663,-0.751021394,-0.780156908,-0.754706293,2.384665205,1.250893969,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.307869993,1.029138955,0.028645715,-0.387228475,-0.63653299,-0.675073585,-0.60300111,1.57025327,1.404283061,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.307869993,1.024457089,0.267019951,-0.367059444,-0.653229216,-0.698032966,-0.618694749,2.340449459,1.37828491,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.3128613,1.024457089,0.664310344,-0.644842009,-0.851198747,-0.88788939,-0.846252524,1.656421338,1.38521775,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.3128613,1.024457089,0.823226501,0.519919539,-0.009231945,-0.141709492,0.001204015,1.294641785,1.351420154,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.302878686,1.019775223,0.108103794,-1.074350694,-1.192278783,-1.147507011,-1.170587742,1.311591155,2.39567923,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.317852607,1.024457089,1.856181523,-0.119530425,-0.488652135,-0.540849508,-0.391136975,1.676107872,1.07930617,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.3128613,1.019775223,1.299974972,0.15045956,-0.242979103,-0.316554012,-0.192350873,1.534091106,1.010844372,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.317852607,1.015093357,1.697265365,0.090410853,0.160115485,-0.146124758,0.137215559,-0.514677078,0.085310187,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.317852607,1.015093357,0.743768422,-0.174995261,-0.00684677,-0.418988176,-0.03279887,-0.415560113,0.227433414,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.317852607,1.019775223,1.856181523,-0.571500077,-0.77725832,-0.808414608,-0.720703407,0.72088984,0.775994406,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.322843914,1.019775223,1.856181523,-0.304718802,-0.483881785,-0.583236059,-0.500992452,1.395443159,0.579275061,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.322843914,1.015093357,1.856181523,-0.207540743,-0.173809026,-0.261804718,-0.103420249,-0.31975933,0.180636742,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.322843914,1.015093357,1.856181523,-0.160326874,-0.176194201,-0.311255694,-0.153116774,-0.442615939,-0.062879275,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.322843914,1.015093357,1.856181523,0.039071501,0.00746428,-0.212353743,0.040438114,0.353793871,0.285495952,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.322843914,1.019775223,1.856181523,-0.280424287,-0.474341085,-0.591183537,-0.417293041,0.105975141,0.54807728,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.322843914,1.019775223,1.856181523,0.141291818,-0.004461595,-0.345694766,0.056131754,0.779159877,0.825390893,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.327835222,1.015093357,1.856181523,-0.276298804,-0.123720349,-0.56380889,-0.106035855,-0.373923619,0.542877649,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.327835222,1.019775223,1.856181523,-0.551331046,-0.736710343,-0.718343188,-0.749475079,0.473808039,0.934583128,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.322843914,1.019775223,1.856181523,0.133499238,-0.324075055,-0.357174457,-0.312668777,2.255913164,1.58800333,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.327835222,1.019775223,1.856181523,-0.147033649,-0.586444314,-0.498462958,-0.631772782,2.63643177,1.763057549,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.332826529,1.019775223,1.856181523,-0.069107847,-0.536355637,-0.41722207,-0.451295927,1.573043073,1.261293229,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.332826529,1.019775223,1.856181523,-0.525202983,-0.715243768,-0.698916019,-0.637003995,1.136728406,0.697133347,-0.681889048,-0.015566206,2.830742029,-0.384466489
-1.327835222,1.019775223,1.856181523,0.081701499,-0.412326533,-0.483451055,-0.385905762,1.914609713,1.229228843,-0.681889048,-0.015566206,2.830742029,-0.384466489
